"%1$s has been added to your wishlist. Click <a href=""%2$s"">here</a> to continue shopping.","%1$s has been added to your wishlist. Click <a href=""%2$s"">here</a> to continue shopping."
"%1$s has been updated in your wishlist.","%1$s has been updated in your wishlist."
"%d product(s) have been added to shopping cart: %s.","%d product(s) have been added to shopping cart: %s."
"%s's Wishlist","%s's Wishlist"
"%s for ""%s"".","%s for ""%s""."
"%s has been moved to wishlist %s","%s has been moved to wishlist %s"
"%s has been moved to wishlist %s. Please note that uploaded files will need to be re-uploaded when adding to cart.","%s has been moved to wishlist %s. Please note that uploaded files will need to be re-uploaded when adding to cart."
"%s was added to your shopping cart.","%s was added to your shopping cart."
"* Required Fields","* Campos obligatorios"
"Add All to Cart","Añadir todo al carrito"
"Added From","Added From"
"Add to Cart","Añadir al carrito"
"Add to Compare","Añadir para comparar"
"Add to Wishlist","Añadir a la lista de deseos"
"An error occurred while adding item to wishlist.","An error occurred while adding item to wishlist."
"An error occurred while adding item to wishlist: %s","An error occurred while adding item to wishlist: %s"
"An error occurred while deleting the item from wishlist.","An error occurred while deleting the item from wishlist."
"An error occurred while deleting the item from wishlist: %s","An error occurred while deleting the item from wishlist: %s"
"An error occurred while updating wishlist.","An error occurred while updating wishlist."
"Are you sure you want to remove this product from your wishlist?","Are you sure you want to remove this product from your wishlist?"
"Are you sure you would like to remove this item from the wishlist?","Are you sure you would like to remove this item from the wishlist?"
"Back","Atrás"
"Can't delete item from wishlist","Can't delete item from wishlist"
"Can't save description %s","Can't save description %s"
"Can't update wishlist","Can't update wishlist"
"Cannot add item to shopping cart","Cannot add item to shopping cart"
"Cannot add the item to shopping cart.","Cannot add the item to shopping cart."
"Cannot add the selected product to shopping cart because the product was removed from the wishlist","Cannot add the selected product to shopping cart because the product was removed from the wishlist"
"Cannot configure product","Cannot configure product"
"Cannot load wishlist item","Cannot load wishlist item"
"Cannot move item to wishlist","Cannot move item to wishlist"
"Cannot specify product.","No se pudo especificar artículo."
"Cannot specify wishlist.","Cannot specify wishlist."
"Cannot specify wishlist item.","Cannot specify wishlist item."
"Cannot update wishlist","Cannot update wishlist"
"Check this checkbox if you want to add a link to an rss feed to your wishlist.","Check this checkbox if you want to add a link to an rss feed to your wishlist."
"Click for price","Haz clic para ver precio"
"Comment","Comentario"
"Comment:","Comentarios:"
"Configured Price:","Configured Price:"
"Configure Wishlist Item","Configure Wishlist Item"
"Could not find wishlist","Could not find wishlist"
"Customer My Account My Wishlist","Customer My Account My Wishlist"
"Customer My Account Wishlist Sharing Form","Customer My Account Wishlist Sharing Form"
"Customer Shared Wishlist View","Customer Shared Wishlist View"
"Date Added","Fecha de Creación"
"Days in Wishlist","Days in Wishlist"
"Display Wishlist Summary","Display Wishlist Summary"
"Edit","Editar"
"Email address can't be empty.","Email address can't be empty."
"Email Sender","Remitente de correo electrónico"
"Email Template","Plantilla de correo electrónico"
"Enabled","Habilitado"
"General Options","Opciones generales"
"Go to Wishlist","Go to Wishlist"
"Helper for wishlist options rendering doesn't implement required interface.","Helper for wishlist options rendering doesn't implement required interface."
"In stock","Disponible"
"Last Added Items","Últimos elementos añadidos"
"Message","Mensaje"
"My Wishlist","My Wishlist"
"My Wishlist (%d item)","My Wishlist (%d item)"
"My Wishlist (%d items)","My Wishlist (%d items)"
"My Wishlist <small>(%d)</small>","My Wishlist <small>(%d)</small>"
"My Wishlist Link","My Wishlist Link"
"Options Details","Detalles de las opciones"
"Out of stock","No está disponible"
"Please, enter your comments...","Please, enter your comments..."
"Please add product to wishlist again.","Please add product to wishlist again."
"Please enter a valid email addresses, separated by commas. For example johndoe@domain.com, johnsmith@domain.com.","Please enter a valid email addresses, separated by commas. For example johndoe@domain.com, johnsmith@domain.com."
"Please enter no more than 5 email addresses.","Please enter no more than 5 email addresses."
"Please input a valid email address.","Please input a valid email address."
"Price","Precio"
"Product","Producto"
"Product(s) %s have required options. Each of them can be added to cart separately only.","Product(s) %s have required options. Each of them can be added to cart separately only."
"Qty","Cantidad"
"Remove Item","Eliminar elemento"
"Remove item","Quitar artículo"
"Remove This Item","Eliminar este artículo"
"Requested cart item doesn't exist","Requested cart item doesn't exist"
"Requested wishlist doesn't exist","Requested wishlist doesn't exist"
"RSS Feed","Fuente RSS"
"RSS link to %s's wishlist","RSS link to %s's wishlist"
"Share Options","Opciones para compartir"
"Share Wishlist","Share Wishlist"
"Share Your Wishlist","Share Your Wishlist"
"Sharing Information","Compartiendo información"
"SKU","SKU"
"This product(s) is currently out of stock","This product(s) is currently out of stock"
"This Wishlist has no Items","This Wishlist has no Items"
"Unable to add the following product(s) to shopping cart: %s.","Unable to add the following product(s) to shopping cart: %s."
"Update Wishlist","Update Wishlist"
"Up to 5 email addresses, separated by commas","Up to 5 email addresses, separated by commas"
"User Description","Descripción del usuario"
"View Details","Mostrar detalles"
"View Product","Vista del artículo"
"What's this?","¿Qué es esto?"
"Wishlist","Lista de deseos"
"Wishlist could not be created.","Wishlist could not be created."
"Wishlist is empty now.","Wishlist is empty now."
"Wishlist Sharing","Wishlist Sharing"
"You have no items in your wishlist.","You have no items in your wishlist."
"Your Wishlist has been shared.","Your Wishlist has been shared."
